cell_id,pool,H,sel,pos,exit,family,total_signals,entered,n_trades,dropped_slot_full,dropped_limitup,dropped_no_quote,dropped_cash,truncated_no_next,truncated_window,truncated_exhausted,deferred_exits,open_at_end,vol_fallback_mid,p3_atr_fallback,p4_atr_fallback,e4_lot_skip,e7_atr_missing,exits_E0,exits_tp,exits_sl,exits_horizon,exits_trail_tp,exits_scale_out,exits_breakeven_sl,exits_time_stop,exits_chandelier_sl,neg_equity_idx_days,neg_equity_cash_days,signal_days,signal_days_burst,signal_max,p5_days_diluted,p5_days_cashbound,p6_days_diluted,p6_days_cashbound,coverage,capital_utilization,final_equity_cash,final_equity_idx,annualized_cash,annualized_idx,bench_annualized,excess_cash,excess_idx,per_cash,per_idx,sharpe_cash,sharpe_idx,maxdd_cash,maxdd_idx,cluster_t,passed,runtime_sec
v6-2__H120__S4__P7K7__E2_B9,v6-2,120,S4,P7K7,E2_B9,E2,1107,363,358,670,3,0,71,0,2,3,41,5,30,0,0,0,0,0,133,214,11,0,0,0,0,0,0,0,540,9,20,,,,,0.327913,0.455679,626004.460823,935057.723506,-0.031907,-0.004638,0.031245,-0.063152,-0.035882,-0.138589,-0.078745,-0.068022,0.103344,-0.625878,-0.716532,-0.852604,False,0.115000
v6-2__H120__S4__P7K7__E3,v6-2,120,S4,P7K7,E3,E3,1107,427,420,678,2,0,0,0,0,7,3391,7,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,540,9,20,,,,,0.385727,0.492278,1187754.085775,1753766.020583,0.011983,0.039658,0.031245,-0.019261,0.008413,-0.039127,0.017090,0.161752,0.292909,-0.289723,-0.543324,0.454096,False,0.061000
v6-2__H120__S4__P7K7__E4,v6-2,120,S4,P7K7,E4,E4,1107,187,322,918,2,0,0,0,0,7,16,7,0,0,0,0,0,0,0,0,40,140,142,0,0,0,0,0,540,9,20,,,,,0.168925,0.519072,1241428.637972,1382430.967681,0.015085,0.022673,0.031245,-0.016160,-0.008571,-0.031132,-0.016513,0.183466,0.212434,-0.443597,-0.628122,5.815227,False,0.095000
v6-2__H120__S4__P7K7__E5,v6-2,120,S4,P7K7,E5,E5,1107,246,241,466,2,0,393,0,0,5,2236,5,0,0,0,0,0,0,0,0,28,0,0,213,0,0,0,0,540,9,20,,,,,0.222222,0.380240,287746.675157,949421.669346,-0.082625,-0.003587,0.031245,-0.113870,-0.034831,-0.299468,-0.091604,-0.255966,0.101640,-0.795612,-0.686505,-2.421925,False,0.107000
v6-2__H120__S4__P7K7__E6,v6-2,120,S4,P7K7,E6,E6,1107,269,262,771,2,0,65,0,2,5,151,7,0,0,0,0,0,0,0,0,105,0,0,0,157,0,0,0,540,9,20,,,,,0.242999,0.568558,473295.844334,964070.903152,-0.050469,-0.002530,0.031245,-0.081713,-0.033775,-0.143721,-0.059404,-0.056184,0.122991,-0.718390,-0.714818,-0.945897,False,0.053000
v6-2__H120__S4__P7K7__E7,v6-2,120,S4,P7K7,E7,E7,1107,283,276,795,1,0,28,0,0,7,1012,7,0,0,0,0,0,0,0,0,2,0,0,0,0,274,0,0,540,9,20,,,,,0.255646,0.550467,678517.255265,1315762.598469,-0.026494,0.019180,0.031245,-0.057738,-0.012065,-0.104889,-0.021918,-0.026152,0.197785,-0.577936,-0.605293,-0.863822,False,0.125000
v6-2__H120__S5__P1__E0,v6-2,120,S5,P1,E0,E0,1107,168,158,926,0,0,13,0,2,8,0,10,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,540,9,20,,,,,0.151762,0.689043,1050150.494070,1213732.624506,0.003393,0.013500,0.031245,-0.027851,-0.017744,-0.040420,-0.025752,0.127697,0.182013,-0.605181,-0.729436,0.325138,False,0.156000
v6-2__H120__S5__P1__E1_A1,v6-2,120,S5,P1,E1_A1,E1,1107,535,527,569,3,0,0,0,4,4,53,8,0,0,0,0,0,0,208,315,4,0,0,0,0,0,0,0,540,9,20,,,,,0.483288,0.413126,1526207.030765,2164700.338495,0.029702,0.054921,0.031245,-0.001542,0.023676,-0.003733,0.057310,0.327349,0.358931,-0.203705,-0.563799,1.212751,False,0.120000
v6-2__H120__S5__P1__E1_A10,v6-2,120,S5,P1,E1_A10,E1,1107,454,444,652,1,0,0,0,4,6,62,10,0,0,0,0,0,0,99,321,24,0,0,0,0,0,0,0,540,9,20,,,,,0.410117,0.564040,876075.976221,1327298.385598,-0.009118,0.019796,0.031245,-0.040362,-0.011449,-0.071559,-0.020298,0.010442,0.199970,-0.495109,-0.628290,-0.151952,False,0.148000
v6-2__H120__S5__P1__E1_A11,v6-2,120,S5,P1,E1_A11,E1,1107,393,383,713,1,0,0,0,4,6,67,10,0,0,0,0,0,0,92,252,39,0,0,0,0,0,0,0,540,9,20,,,,,0.355014,0.622909,1188946.062693,1943932.995330,0.012054,0.047094,0.031245,-0.019191,0.015849,-0.030809,0.025444,0.145026,0.292975,-0.505659,-0.633107,0.256369,False,0.102000
v6-2__H120__S5__P1__E1_A12,v6-2,120,S5,P1,E1_A12,E1,1107,349,339,756,2,0,0,0,4,6,59,10,0,0,0,0,0,0,109,185,45,0,0,0,0,0,0,0,540,9,20,,,,,0.315266,0.649008,1998225.997067,2791329.543354,0.049093,0.073653,0.031245,0.017848,0.042408,0.027501,0.065343,0.340667,0.387892,-0.291341,-0.553741,1.227463,False,0.100000
v6-2__H120__S5__P1__E1_A2,v6-2,120,S5,P1,E1_A2,E1,1107,473,463,631,3,0,0,0,5,5,51,10,0,0,0,0,0,0,208,248,7,0,0,0,0,0,0,0,540,9,20,,,,,0.427281,0.474951,1297656.750941,1806845.389912,0.018202,0.041806,0.031245,-0.013042,0.010561,-0.027460,0.022237,0.205174,0.297833,-0.313215,-0.618258,0.710346,False,0.085000
v6-2__H120__S5__P1__E1_A3,v6-2,120,S5,P1,E1_A3,E1,1107,429,420,676,2,0,0,0,3,6,82,9,0,0,0,0,0,0,218,188,14,0,0,0,0,0,0,0,540,9,20,,,,,0.387534,0.496880,1507744.747474,1948591.444628,0.028835,0.047267,0.031245,-0.002409,0.016023,-0.004849,0.032247,0.291839,0.321530,-0.386118,-0.608231,1.364529,False,0.083000
v6-2__H120__S5__P1__E1_A4,v6-2,120,S5,P1,E1_A4,E1,1107,518,511,586,3,0,0,0,3,4,58,7,0,0,0,0,0,0,169,334,8,0,0,0,0,0,0,0,540,9,20,,,,,0.467931,0.439906,1390547.923592,1968834.434540,0.023088,0.048017,0.031245,-0.008157,0.016772,-0.018542,0.038127,0.257881,0.325729,-0.281387,-0.532356,0.960324,False,0.132000
v6-2__H120__S5__P1__E1_A5,v6-2,120,S5,P1,E1_A5,E1,1107,444,434,660,3,0,0,0,5,5,60,10,0,0,0,0,0,0,162,254,18,0,0,0,0,0,0,0,540,9,20,,,,,0.401084,0.516317,1760146.064219,2540858.606719,0.039919,0.066687,0.031245,0.008674,0.035443,0.016801,0.068645,0.284882,0.356145,-0.252352,-0.589256,0.966988,False,0.096000
v6-2__H120__S5__P1__E1_A6,v6-2,120,S5,P1,E1_A6,E1,1107,393,386,712,2,0,0,0,1,6,61,7,0,0,0,0,0,0,174,186,26,0,0,0,0,0,0,0,540,9,20,,,,,0.355014,0.557820,2322294.504103,3015309.735183,0.060066,0.079405,0.031245,0.028821,0.048161,0.051667,0.086337,0.396029,0.400388,-0.259346,-0.563175,1.669805,False,0.066000
v6-2__H120__S5__P1__E1_A7,v6-2,120,S5,P1,E1_A7,E1,1107,490,482,615,2,0,0,0,4,4,64,8,0,0,0,0,0,0,126,335,21,0,0,0,0,0,0,0,540,9,20,,,,,0.442638,0.498659,968414.952123,1522225.054114,-0.002219,0.029516,0.031245,-0.033464,-0.001728,-0.067108,-0.003466,0.051849,0.243032,-0.478263,-0.600837,0.072048,False,0.093000
v6-2__H120__S5__P1__E1_A8,v6-2,120,S5,P1,E1_A8,E1,1107,423,413,682,2,0,0,0,6,4,66,10,0,0,0,0,0,0,121,259,33,0,0,0,0,0,0,0,540,9,20,,,,,0.382114,0.558151,1379925.076725,2198484.262047,0.022545,0.056052,0.031245,-0.008700,0.024808,-0.015587,0.044447,0.196389,0.321904,-0.427740,-0.624243,0.500721,False,0.105000
v6-2__H120__S5__P1__E1_A9,v6-2,120,S5,P1,E1_A9,E1,1107,376,369,729,2,0,0,0,1,6,84,7,0,0,0,0,0,0,136,193,40,0,0,0,0,0,0,0,540,9,20,,,,,0.339657,0.587830,1914303.960786,2628200.713611,0.045981,0.069186,0.031245,0.014737,0.037942,0.025069,0.064545,0.317600,0.367299,-0.322939,-0.569435,1.298616,False,0.104000
v6-2__H120__S5__P1__E2_B1,v6-2,120,S5,P1,E2_B1,E2,1107,437,427,667,3,0,0,0,5,5,61,10,45,0,0,0,0,0,152,256,19,0,0,0,0,0,0,0,540,9,20,,,,,0.394761,0.527598,1592910.429741,2332014.776362,0.032756,0.060372,0.031245,0.001512,0.029128,0.002865,0.055208,0.246441,0.334075,-0.317678,-0.613675,0.756299,False,0.141000
v6-2__H120__S5__P1__E2_B10,v6-2,120,S5,P1,E2_B10,E2,1107,463,453,641,3,0,0,0,5,5,49,10,40,0,0,0,0,0,196,248,9,0,0,0,0,0,0,0,540,9,20,,,,,0.418248,0.491404,1158527.590042,1590896.864279,0.010239,0.032666,0.031245,-0.021005,0.001421,-0.042745,0.002892,0.143223,0.257041,-0.382730,-0.628581,0.404232,False,0.127000
v6-2__H120__S5__P1__E2_B11,v6-2,120,S5,P1,E2_B11,E2,1107,414,404,691,2,0,0,0,6,4,65,10,60,0,0,0,0,0,113,258,33,0,0,0,0,0,0,0,540,9,20,,,,,0.373984,0.563897,1345162.777224,2123002.280826,0.020740,0.053501,0.031245,-0.010504,0.022257,-0.018628,0.039469,0.187288,0.312594,-0.469869,-0.618417,0.441910,False,0.238000
v6-2__H120__S5__P1__E2_B12,v6-2,120,S5,P1,E2_B12,E2,1107,384,374,722,1,0,0,0,4,6,67,10,75,0,0,0,0,0,84,249,41,0,0,0,0,0,0,0,540,9,20,,,,,0.346883,0.629514,1126166.719152,1786494.526944,0.008260,0.040989,0.031245,-0.022985,0.009745,-0.036512,0.015480,0.126507,0.271082,-0.554350,-0.659729,0.161450,False,0.149000
v6-2__H120__S5__P1__E2_B13,v6-2,120,S5,P1,E2_B13,E2,1107,511,504,593,3,0,0,0,3,4,59,7,61,0,0,0,0,0,157,339,8,0,0,0,0,0,0,0,540,9,20,,,,,0.461608,0.451496,1141277.056835,1664967.999897,0.009191,0.035924,0.031245,-0.022054,0.004680,-0.048846,0.010365,0.135656,0.271372,-0.343901,-0.581796,0.410230,False,0.187000
v6-2__H120__S5__P1__E2_B14,v6-2,120,S5,P1,E2_B14,E2,1107,379,372,726,2,0,0,0,1,6,82,7,67,0,0,0,0,0,163,182,27,0,0,0,0,0,0,0,540,9,20,,,,,0.342367,0.556850,2199026.883428,2882450.014608,0.056070,0.076043,0.031245,0.024826,0.044799,0.044583,0.080450,0.371586,0.388364,-0.300371,-0.583574,1.578495,False,0.132000
v6-2__H120__S5__P1__E2_B18,v6-2,120,S5,P1,E2_B18,E2,1107,439,429,665,3,0,0,0,5,5,60,10,45,0,0,0,0,0,157,254,18,0,0,0,0,0,0,0,540,9,20,,,,,0.396567,0.523623,1722076.167408,2472216.293938,0.038346,0.064667,0.031245,0.007101,0.033422,0.013562,0.063829,0.276353,0.349122,-0.270249,-0.589216,0.905873,False,0.217000
v6-2__H120__S5__P1__E2_B19,v6-2,120,S5,P1,E2_B19,E2,1107,385,375,721,1,0,0,0,4,6,67,10,75,0,0,0,0,0,87,249,39,0,0,0,0,0,0,0,540,9,20,,,,,0.347787,0.629413,1263344.370939,1994125.545125,0.016315,0.048943,0.031245,-0.014929,0.017699,-0.023719,0.028120,0.166390,0.299535,-0.494813,-0.622872,0.322302,False,0.245000
v6-2__H120__S5__P1__E2_B2,v6-2,120,S5,P1,E2_B2,E2,1107,437,427,667,3,0,0,0,5,5,59,10,45,0,0,0,0,0,153,255,19,0,0,0,0,0,0,0,540,9,20,,,,,0.394761,0.527881,1658092.084622,2378900.151186,0.035628,0.061834,0.031245,0.004383,0.030590,0.008303,0.057948,0.261304,0.338899,-0.303304,-0.604494,0.835171,False,0.141000
v6-2__H120__S5__P1__E2_B20,v6-2,120,S5,P1,E2_B20,E2,1107,442,432,662,3,0,0,0,5,5,60,10,45,0,0,0,0,0,161,253,18,0,0,0,0,0,0,0,540,9,20,,,,,0.399277,0.520782,1773752.807403,2531336.921329,0.040474,0.066410,0.031245,0.009229,0.035166,0.017722,0.067524,0.286668,0.354550,-0.294098,-0.598763,0.982460,False,0.138000
v6-2__H120__S5__P1__E2_B3,v6-2,120,S5,P1,E2_B3,E2,1107,440,430,664,3,0,0,0,5,5,60,10,45,0,0,0,0,0,159,254,17,0,0,0,0,0,0,0,540,9,20,,,,,0.397471,0.519361,1725094.216728,2482192.200026,0.038472,0.064964,0.031245,0.007227,0.033719,0.013916,0.064924,0.277104,0.350196,-0.273289,-0.593064,0.919305,False,0.139000
v6-2__H120__S5__P1__E2_B4,v6-2,120,S5,P1,E2_B4,E2,1107,437,427,667,3,0,0,0,5,5,61,10,45,0,0,0,0,0,152,256,19,0,0,0,0,0,0,0,540,9,20,,,,,0.394761,0.527598,1592910.429741,2332014.776362,0.032756,0.060372,0.031245,0.001512,0.029128,0.002865,0.055208,0.246441,0.334075,-0.317678,-0.613675,0.756299,False,0.132000
v6-2__H120__S5__P1__E2_B5,v6-2,120,S5,P1,E2_B5,E2,1107,437,427,667,3,0,0,0,5,5,61,10,45,0,0,0,0,0,152,256,19,0,0,0,0,0,0,0,540,9,20,,,,,0.394761,0.527598,1592910.429741,2332014.776362,0.032756,0.060372,0.031245,0.001512,0.029128,0.002865,0.055208,0.246441,0.334075,-0.317678,-0.613675,0.756299,False,0.221000
v6-2__H120__S5__P1__E2_B6,v6-2,120,S5,P1,E2_B6,E2,1107,442,432,662,3,0,0,0,5,5,62,10,45,0,0,0,0,0,160,254,18,0,0,0,0,0,0,0,540,9,20,,,,,0.399277,0.521204,1715925.740417,2490152.084102,0.038089,0.065200,0.031245,0.006844,0.033955,0.013132,0.065148,0.274165,0.350608,-0.304679,-0.605456,0.911908,False,0.128000
v6-2__H120__S5__P1__E2_B7,v6-2,120,S5,P1,E2_B7,E2,1107,441,431,663,3,0,0,0,6,4,61,10,45,0,0,0,0,0,150,260,21,0,0,0,0,0,0,0,540,9,20,,,,,0.398374,0.514412,1622124.601176,2395005.539698,0.034057,0.062331,0.031245,0.002812,0.031086,0.005466,0.060430,0.252408,0.340255,-0.342049,-0.603676,0.767318,False,0.145000
v6-2__H120__S5__P1__E2_B8,v6-2,120,S5,P1,E2_B8,E2,1107,430,420,674,3,0,0,0,5,5,62,10,64,0,0,0,0,0,154,246,20,0,0,0,0,0,0,0,540,9,20,,,,,0.388437,0.528965,1641457.242384,2391747.918993,0.034905,0.062230,0.031245,0.003661,0.030986,0.006920,0.058578,0.256056,0.339727,-0.310566,-0.609023,0.812958,False,0.102000
v6-2__H120__S5__P1__E2_B9,v6-2,120,S5,P1,E2_B9,E2,1107,449,439,655,3,0,0,0,5,5,52,10,43,0,0,0,0,0,172,253,14,0,0,0,0,0,0,0,540,9,20,,,,,0.405601,0.492914,932430.400654,1277423.888110,-0.004832,0.017095,0.031245,-0.036076,-0.014149,-0.073190,-0.028705,0.045835,0.188674,-0.427929,-0.646750,0.139389,False,0.136000
v6-2__H120__S5__P1__E3,v6-2,120,S5,P1,E3,E3,1107,572,564,533,2,0,0,0,1,7,3396,8,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,540,9,20,,,,,0.516712,0.399015,1158362.414685,1797087.801048,0.010229,0.041415,0.031245,-0.021015,0.010171,-0.052668,0.025490,0.150506,0.301126,-0.228658,-0.512458,0.404028,False,0.110000
v6-2__H120__S5__P1__E4,v6-2,120,S5,P1,E4,E4,1107,265,459,840,2,0,0,0,1,9,871,10,0,0,0,0,0,0,0,0,54,201,204,0,0,0,0,0,540,9,20,,,,,0.239386,0.477675,1388066.514541,1624830.516954,0.022961,0.034176,0.031245,-0.008283,0.002931,-0.017341,0.006137,0.254819,0.265416,-0.427005,-0.636448,6.731140,False,0.129000
v6-2__H120__S5__P1__E5,v6-2,120,S5,P1,E5,E5,1107,313,308,326,3,0,465,0,0,5,2242,5,0,0,0,0,0,0,0,0,38,0,0,270,0,0,0,0,540,9,20,,,,,0.282746,0.405162,320944.945125,914728.194438,-0.075664,-0.006151,0.031245,-0.106909,-0.037396,-0.263867,-0.092299,-0.315136,0.084622,-0.750616,-0.680451,-3.004266,False,0.106000
v6-2__H120__S5__P1__E6,v6-2,120,S5,P1,E6,E6,1107,374,364,654,3,0,76,0,4,6,2033,10,0,0,0,0,0,0,0,0,145,0,0,0,219,0,0,0,540,9,20,,,,,0.337850,0.541800,829502.429497,1258133.299527,-0.012858,0.016024,0.031245,-0.044102,-0.015220,-0.081400,-0.028092,0.072500,0.191258,-0.724461,-0.725235,-0.471486,False,0.118000
v6-2__H120__S5__P1__E7,v6-2,120,S5,P1,E7,E7,1107,393,384,618,2,0,94,0,2,7,1122,9,0,0,0,0,0,0,0,0,2,0,0,0,0,382,0,0,540,9,20,,,,,0.355014,0.499271,644082.500581,1268977.489356,-0.029997,0.016628,0.031245,-0.061242,-0.014616,-0.122663,-0.029275,-0.072041,0.186053,-0.580948,-0.613062,-0.921042,False,0.094000
v6-2__H120__S5__P2__E0,v6-2,120,S5,P2,E0,E0,1107,157,142,920,1,0,29,0,11,4,0,15,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,540,9,20,,,,,0.141825,0.850847,2105158.048634,2259198.655216,0.052886,0.058046,0.031245,0.021641,0.026801,0.025435,0.031500,0.252126,0.267513,-0.456764,-0.658832,0.730037,False,0.143000
v6-2__H120__S5__P2__E1_A1,v6-2,120,S5,P2,E1_A1,E1,1107,478,469,595,4,0,30,0,6,3,55,9,0,0,0,0,0,0,197,267,5,0,0,0,0,0,0,0,540,9,20,,,,,0.431798,0.492305,1840394.082073,2534840.510702,0.043134,0.066512,0.031245,0.011889,0.035268,0.024150,0.071638,0.407825,0.406817,-0.248049,-0.570925,1.980003,False,0.076000
v6-2__H120__S5__P2__E1_A10,v6-2,120,S5,P2,E1_A10,E1,1107,401,389,619,2,0,85,0,8,4,50,12,0,0,0,0,0,0,98,268,23,0,0,0,0,0,0,0,540,9,20,,,,,0.362240,0.620315,1270798.936068,1970018.612123,0.016729,0.048061,0.031245,-0.014515,0.016816,-0.023400,0.027109,0.183290,0.320637,-0.383579,-0.563709,1.077455,False,0.071000
v6-2__H120__S5__P2__E1_A11,v6-2,120,S5,P2,E1_A11,E1,1107,353,340,738,2,0,14,0,10,3,47,13,0,0,0,0,0,0,92,214,34,0,0,0,0,0,0,0,540,9,20,,,,,0.318880,0.674487,2103767.586652,3374081.029396,0.052838,0.087839,0.031245,0.021593,0.056594,0.032014,0.083907,0.266567,0.353158,-0.339411,-0.574071,0.998590,False,0.084000
v6-2__H120__S5__P2__E1_A12,v6-2,120,S5,P2,E1_A12,E1,1107,282,269,805,3,0,17,0,9,4,42,13,0,0,0,0,0,0,89,139,41,0,0,0,0,0,0,0,540,9,20,,,,,0.254743,0.705936,2738055.742040,4064704.372253,0.072221,0.101954,0.031245,0.040977,0.070710,0.058046,0.100164,0.327602,0.389485,-0.336573,-0.553313,1.600934,False,0.089000
v6-2__H120__S5__P2__E1_A2,v6-2,120,S5,P2,E1_A2,E1,1107,443,434,582,4,0,78,0,8,1,44,9,0,0,0,0,0,0,202,222,10,0,0,0,0,0,0,0,540,9,20,,,,,0.400181,0.470029,1309864.196561,1953327.889973,0.018863,0.047443,0.031245,-0.012382,0.016199,-0.026343,0.034464,0.197636,0.316734,-0.387780,-0.624857,1.372382,False,0.122000
v6-2__H120__S5__P2__E1_A3,v6-2,120,S5,P2,E1_A3,E1,1107,361,353,709,4,0,33,0,4,4,72,8,0,0,0,0,0,0,197,144,12,0,0,0,0,0,0,0,540,9,20,,,,,0.326107,0.537777,1844961.509507,2447029.059289,0.043313,0.063912,0.031245,0.012068,0.032668,0.022441,0.060746,0.374441,0.388865,-0.391164,-0.576178,2.626506,False,0.115000
v6-2__H120__S5__P2__E1_A4,v6-2,120,S5,P2,E1_A4,E1,1107,463,456,585,3,0,56,0,4,3,55,7,0,0,0,0,0,0,166,283,7,0,0,0,0,0,0,0,540,9,20,,,,,0.418248,0.508639,1821303.463813,2429215.336145,0.042381,0.063374,0.031245,0.011136,0.032130,0.021895,0.063168,0.372044,0.386872,-0.236237,-0.516412,2.038845,False,0.078000
v6-2__H120__S5__P2__E1_A5,v6-2,120,S5,P2,E1_A5,E1,1107,419,413,664,3,0,21,0,4,2,55,6,0,0,0,0,0,0,163,233,17,0,0,0,0,0,0,0,540,9,20,,,,,0.378500,0.551364,2472437.198104,3539714.084299,0.064673,0.091454,0.031245,0.033429,0.060210,0.060629,0.109201,0.297059,0.357694,-0.316217,-0.598024,1.403206,False,0.067000
v6-2__H120__S5__P2__E1_A6,v6-2,120,S5,P2,E1_A6,E1,1107,339,331,748,3,0,17,0,5,3,43,8,0,0,0,0,0,0,162,150,19,0,0,0,0,0,0,0,540,9,20,,,,,0.306233,0.601573,3252320.529109,4388013.523589,0.085074,0.107809,0.031245,0.053830,0.076564,0.089482,0.127273,0.351141,0.386848,-0.343326,-0.531784,2.269232,False,0.126000
v6-2__H120__S5__P2__E1_A7,v6-2,120,S5,P2,E1_A7,E1,1107,424,417,577,2,0,104,0,4,3,53,7,0,0,0,0,0,0,119,278,20,0,0,0,0,0,0,0,540,9,20,,,,,0.383017,0.570189,1220689.900626,1934698.948510,0.013901,0.046749,0.031245,-0.017343,0.015504,-0.030416,0.027191,0.166509,0.315073,-0.362730,-0.536704,1.005942,False,0.085000
v6-2__H120__S5__P2__E1_A8,v6-2,120,S5,P2,E1_A8,E1,1107,379,370,707,2,0,19,0,6,3,54,9,0,0,0,0,0,0,113,229,28,0,0,0,0,0,0,0,540,9,20,,,,,0.342367,0.633528,1772628.220467,3032320.106833,0.040428,0.079826,0.031245,0.009183,0.048581,0.014496,0.076684,0.228155,0.332712,-0.367875,-0.590701,0.767552,False,0.074000
v6-2__H120__S5__P2__E1_A9,v6-2,120,S5,P2,E1_A9,E1,1107,308,298,777,3,0,19,0,7,3,53,10,0,0,0,0,0,0,117,147,34,0,0,0,0,0,0,0,540,9,20,,,,,0.278229,0.644069,2673431.093314,3966535.333531,0.070450,0.100091,0.031245,0.039205,0.068846,0.060871,0.106892,0.312052,0.377189,-0.358675,-0.563724,1.646106,False,0.116000
v6-2__H120__S5__P2__E2_B1,v6-2,120,S5,P2,E2_B1,E2,1107,413,406,672,3,0,19,0,5,2,55,7,32,0,0,0,0,0,155,233,18,0,0,0,0,0,0,0,540,9,20,,,,,0.373080,0.564294,2476112.557706,3524978.785089,0.064783,0.091139,0.031245,0.033538,0.059894,0.059434,0.106140,0.296733,0.356175,-0.320287,-0.598841,1.346074,False,0.126000
v6-2__H120__S5__P2__E2_B10,v6-2,120,S5,P2,E2_B10,E2,1107,430,424,621,4,0,52,0,4,2,39,6,34,0,0,0,0,0,199,215,10,0,0,0,0,0,0,0,540,9,20,,,,,0.388437,0.516914,1711596.238549,2429902.572648,0.037907,0.063395,0.031245,0.006663,0.032150,0.012889,0.062197,0.330225,0.385550,-0.356515,-0.574058,1.901897,False,0.113000
v6-2__H120__S5__P2__E2_B11,v6-2,120,S5,P2,E2_B11,E2,1107,374,364,710,2,0,21,0,8,2,53,10,34,0,0,0,0,0,107,227,30,0,0,0,0,0,0,0,540,9,20,,,,,0.337850,0.618798,1734581.115771,2939790.853491,0.038866,0.077511,0.031245,0.007622,0.046267,0.012317,0.074769,0.223944,0.326945,-0.433931,-0.582178,0.732601,False,0.135000
v6-2__H120__S5__P2__E2_B12,v6-2,120,S5,P2,E2_B12,E2,1107,354,341,731,2,0,20,0,11,2,49,13,37,0,0,0,0,0,85,220,36,0,0,0,0,0,0,0,540,9,20,,,,,0.319783,0.668338,1873051.361108,3037703.365087,0.044405,0.079958,0.031245,0.013160,0.048714,0.019691,0.072888,0.243080,0.336139,-0.409154,-0.586850,0.748059,False,0.137000
v6-2__H120__S5__P2__E2_B13,v6-2,120,S5,P2,E2_B13,E2,1107,457,448,559,3,0,88,0,7,2,59,9,36,0,0,0,0,0,151,288,9,0,0,0,0,0,0,0,540,9,20,,,,,0.412827,0.483014,1467435.850038,2069538.865772,0.026907,0.051643,0.031245,-0.004338,0.020398,-0.008981,0.042231,0.249109,0.334131,-0.348327,-0.545653,1.369683,False,0.179000
v6-2__H120__S5__P2__E2_B14,v6-2,120,S5,P2,E2_B14,E2,1107,329,320,756,3,0,19,0,6,3,42,9,37,0,0,0,0,0,151,145,24,0,0,0,0,0,0,0,540,9,20,,,,,0.297200,0.614004,3267897.939997,4433332.695058,0.085433,0.108597,0.031245,0.054189,0.077352,0.088255,0.125980,0.353901,0.390401,-0.336504,-0.529016,2.239079,False,0.124000
v6-2__H120__S5__P2__E2_B18,v6-2,120,S5,P2,E2_B18,E2,1107,414,408,669,3,0,21,0,4,2,54,6,32,0,0,0,0,0,158,232,18,0,0,0,0,0,0,0,540,9,20,,,,,0.373984,0.562269,2484556.188119,3529305.683934,0.065034,0.091232,0.031245,0.033789,0.059987,0.060094,0.106688,0.298124,0.357214,-0.316217,-0.581409,1.435678,False,0.194000
v6-2__H120__S5__P2__E2_B19,v6-2,120,S5,P2,E2_B19,E2,1107,359,346,732,2,0,14,0,11,2,50,13,41,0,0,0,0,0,91,220,35,0,0,0,0,0,0,0,540,9,20,,,,,0.324300,0.666249,2195703.182835,3477304.850055,0.055960,0.090111,0.031245,0.024715,0.058866,0.037096,0.088355,0.275728,0.358580,-0.339411,-0.534129,1.060480,False,0.219000
v6-2__H120__S5__P2__E2_B2,v6-2,120,S5,P2,E2_B2,E2,1107,411,404,672,3,0,21,0,5,2,52,7,32,0,0,0,0,0,157,230,17,0,0,0,0,0,0,0,540,9,20,,,,,0.371274,0.563024,2601227.240885,3622969.661226,0.068423,0.093212,0.031245,0.037178,0.061968,0.066033,0.110062,0.306687,0.360152,-0.322554,-0.583013,1.486671,False,0.126000
v6-2__H120__S5__P2__E2_B20,v6-2,120,S5,P2,E2_B20,E2,1107,413,407,670,3,0,21,0,4,2,53,6,32,0,0,0,0,0,162,228,17,0,0,0,0,0,0,0,540,9,20,,,,,0.373080,0.555979,2606632.725897,3677523.809246,0.068576,0.094344,0.031245,0.037332,0.063099,0.067146,0.113492,0.307104,0.362670,-0.322554,-0.588259,1.513262,False,0.110000
v6-2__H120__S5__P2__E2_B3,v6-2,120,S5,P2,E2_B3,E2,1107,415,409,668,3,0,21,0,4,2,54,6,32,0,0,0,0,0,162,230,17,0,0,0,0,0,0,0,540,9,20,,,,,0.374887,0.556683,2614331.498507,3689155.090863,0.068794,0.094583,0.031245,0.037550,0.063339,0.067453,0.113779,0.309038,0.364862,-0.316217,-0.586884,1.505174,False,0.125000
v6-2__H120__S5__P2__E2_B4,v6-2,120,S5,P2,E2_B4,E2,1107,413,406,672,3,0,19,0,5,2,55,7,32,0,0,0,0,0,155,233,18,0,0,0,0,0,0,0,540,9,20,,,,,0.373080,0.564294,2476112.557706,3524978.785089,0.064783,0.091139,0.031245,0.033538,0.059894,0.059434,0.106140,0.296733,0.356175,-0.320287,-0.598841,1.346074,False,0.125000
