,2022,2023,2024,2025,mean_delta,years_above_null95
volume_ratio_rankpct,0.0,0.0,0.0,0.0,0.0,0
bb_position_rankpct,0.0,0.0,0.0,0.0,0.0,0
price_vs_ma20_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_5_z,0.0,0.0,0.0,0.0,0.0,0
return_lag_3_z,0.0,0.0,0.0,0.0,0.0,0
return_lag_2_z,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_5,0.0,0.0,0.0,0.0,0.0,0
ret_overnight_lag_5,0.0,0.0,0.0,0.0,0.0,0
smart_money_diff_lag_5,0.0,0.0,0.0,0.0,0.0,0
low_lag_30_z,0.0,0.0,0.0,0.0,0.0,0
open_lag_30_z,0.0,0.0,0.0,0.0,0.0,0
macd_signal_convergence,0.0,0.0,0.0,0.0,0.0,0
macd_hist_direction,0.0,0.0,0.0,0.0,0.0,0
daily_return,0.0,0.0,0.0,0.0,0.0,0
low_mean_20,0.0,0.0,0.0,0.0,0.0,0
macd_signal_cross,0.0,0.0,0.0,0.0,0.0,0
macd_death_cross,0.0,0.0,0.0,0.0,0.0,0
macd_golden_cross,0.0,0.0,0.0,0.0,0.0,0
macd_hist_trend_5,0.0,0.0,0.0,0.0,0.0,0
close_lag_30_z,0.0,0.0,0.0,0.0,0.0,0
volume_lag_25_z,0.0,0.0,0.0,0.0,0.0,0
high_lag_25_z,0.0,0.0,0.0,0.0,0.0,0
volume_lag_20_z,0.0,0.0,0.0,0.0,0.0,0
low_lag_20_z,0.0,0.0,0.0,0.0,0.0,0
volatility_20d_rankpct,0.0,0.0,0.0,0.0,0.0,0
close_lag_20_z,0.0,0.0,0.0,0.0,0.0,0
obv_trend_rankpct,0.0,0.0,0.0,0.0,0.0,0
distance_to_resistance_rankpct,0.0,0.0,0.0,0.0,0.0,0
distance_to_support_rankpct,0.0,0.0,0.0,0.0,0.0,0
macd_hist_trend_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_consistency_rankpct,0.0,0.0,0.0,0.0,0.0,0
price_trend_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_trend_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_trend_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
rsi_turning_rankpct,0.0,0.0,0.0,0.0,0.0,0
rsi_turning_simple_rankpct,0.0,0.0,0.0,0.0,0.0,0
rsi_momentum_rankpct,0.0,0.0,0.0,0.0,0.0,0
